x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.0,0.0,0.0,-0.09166759252548218,-0.043413519859313965,-0.061351277608423516,-0.17489907145500183,-0.12567448616027832,-0.0931748605556777,-0.2484118938446045,-0.2127528190612793,-0.11712844737246542,-0.3031683415174484,-0.2686954736709595,-0.12703076817467718,-0.10361689329147339,-0.30443355441093445,-0.05191345952823667,-0.10849243402481079,-0.3402911126613617,-0.09010483391955404,-0.0901440680027008,-0.2336844801902771,-0.09473116018250494,-0.09260925650596619,-0.22936150431632996,-0.09602774002030401,-0.03347045183181763,-0.3127667307853699,-0.03908198394253759,-0.04149502515792847,-0.3508402109146118,-0.08959918536618261,-0.037494540214538574,-0.22288179397583008,-0.08999699421599416,-0.04716455936431885,-0.238067626953125,-0.08356813408806829,0.03129357099533081,-0.30073732137680054,-0.03343787856772451,0.030010223388671875,-0.34465551376342773,-0.08253216810896902,0.023039400577545166,-0.23611211776733398,-0.0567417114265254,0.015964150428771973,-0.2406672239303589,-0.032356575805692955,0.08704268932342529,-0.2790065407752991,-0.032631934363394066,0.09382385015487671,-0.329998254776001,-0.05593810297921209,0.07753735780715942,-0.24870184063911438,-0.03469425507262258,0.06926989555358887,-0.23516985774040222,-0.015366894867270275,A
0.0,0.0,0.0,-0.09194689989089966,-0.04305833578109741,-0.06416817044299705,-0.17548763751983643,-0.12386059761047363,-0.09610700642150505,-0.25057628750801086,-0.2118355631828308,-0.11891752516311271,-0.30426979064941406,-0.2681683599948883,-0.1274551827220307,-0.10495603084564209,-0.300381600856781,-0.05531787907165153,-0.11054801940917969,-0.3345533013343811,-0.0934634733704911,-0.09049355983734131,-0.2284073829650879,-0.09877622162383659,-0.09357544779777527,-0.22706735134124756,-0.10098201816362007,-0.03463989496231079,-0.31055402755737305,-0.04022958909553154,-0.04385095834732056,-0.35000890493392944,-0.09065476839822395,-0.037825942039489746,-0.22205251455307007,-0.0920293930677758,-0.047628581523895264,-0.23574912548065186,-0.08694717322867973,0.029871344566345215,-0.30020153522491455,-0.03221840073746307,0.0290716290473938,-0.34551212191581726,-0.0808330703286515,0.022619307041168213,-0.23639512062072754,-0.055566057911335065,0.014857947826385498,-0.2398751676082611,-0.0320461172370301,0.08318638801574707,-0.2792394757270813,-0.029218253096757962,0.09177923202514648,-0.3297825753688812,-0.05220654269140823,0.07474398612976074,-0.2472916841506958,-0.03142562543433769,0.06464344263076782,-0.2319633960723877,-0.012869517667411401,A
0.0,0.0,0.0,-0.09208440780639648,-0.042903780937194824,-0.06380340053698319,-0.1757175624370575,-0.12380921840667725,-0.0957257185783078,-0.2508121728897095,-0.21151569485664368,-0.11860481246372956,-0.3045009821653366,-0.2679847478866577,-0.12731873585840958,-0.10515618324279785,-0.2999303936958313,-0.05554098605176705,-0.11119204759597778,-0.3337118625640869,-0.09371126784941453,-0.09103479981422424,-0.2282322347164154,-0.09913615479132432,-0.09406700730323792,-0.22750252485275269,-0.1014877442922284,-0.03488576412200928,-0.31009334325790405,-0.040718052228896795,-0.0446774959564209,-0.3492535650730133,-0.09116229011675614,-0.038571834564208984,-0.22218632698059082,-0.09257690950295228,-0.04830583930015564,-0.235916405916214,-0.08763363554140824,0.02960449457168579,-0.29961568117141724,-0.03290932594796914,0.028166890144348145,-0.3447072505950928,-0.08146955414673585,0.021810293197631836,-0.23601603507995605,-0.056142653962581335,0.01420903205871582,-0.23933562636375427,-0.03269382535478371,0.0830237865447998,-0.27860093116760254,-0.030086122145860372,0.09103214740753174,-0.3290484547615051,-0.053021818092076956,0.07395631074905396,-0.24671760201454163,-0.032199121704309164,0.06402575969696045,-0.23139232397079468,-0.013710752753524957,A
0.0,0.0,0.0,-0.08998700976371765,-0.04312276840209961,-0.06398468491153153,-0.17402878403663635,-0.12401378154754639,-0.09720400002316865,-0.24891722202301025,-0.21114209294319153,-0.12202613827304276,-0.3032572716474533,-0.2692258954048157,-0.13281962302045258,-0.10422700643539429,-0.29921650886535645,-0.055975795057577216,-0.10882487893104553,-0.336772084236145,-0.09474819925145539,-0.0896439254283905,-0.23118573427200317,-0.09914185133294495,-0.09318694472312927,-0.22871705889701843,-0.10038899656848344,-0.033738911151885986,-0.3089553713798523,-0.041882004854244315,-0.04113030433654785,-0.34837889671325684,-0.09308651861266526,-0.035960376262664795,-0.22159609198570251,-0.09349334266499909,-0.046548545360565186,-0.2371232509613037,-0.08715955939607056,0.031092345714569092,-0.29848966002464294,-0.03506560650185975,0.030940532684326172,-0.3429569602012634,-0.08500280257777604,0.024411141872406006,-0.23553499579429626,-0.05987232204989823,0.01569312810897827,-0.23981285095214844,-0.035837032166284644,0.0856899619102478,-0.27785825729370117,-0.03323753204659852,0.09457433223724365,-0.3276674449443817,-0.0576792436511937,0.07744592428207397,-0.24784162640571594,-0.037703443584007346,0.06614750623703003,-0.23322325944900513,-0.019244402912420355,A
0.0,0.0,0.0,-0.09006348252296448,-0.04252028465270996,-0.06442575488546254,-0.17389625310897827,-0.12342560291290283,-0.09815664921262623,-0.24829810857772827,-0.21040168404579163,-0.12351169023969533,-0.3032689690589905,-0.268169105052948,-0.13497680757501485,-0.10411199927330017,-0.29832929372787476,-0.05691903043845059,-0.1079535186290741,-0.3352823853492737,-0.09600295458295705,-0.08909860253334045,-0.2299443781375885,-0.10023226920822026,-0.09263330698013306,-0.22859671711921692,-0.10128464136579396,-0.03379511833190918,-0.3081803023815155,-0.04290851164915921,-0.040049076080322266,-0.34738627076148987,-0.0948242578313625,-0.03512775897979736,-0.2203480303287506,-0.09505176130988957,-0.0456753671169281,-0.23653823137283325,-0.08833868388393284,0.031149983406066895,-0.29811349511146545,-0.03618140105464818,0.031717896461486816,-0.34255528450012207,-0.08690328482845189,0.02527463436126709,-0.23487889766693115,-0.061710089038399474,0.016425609588623047,-0.23983800411224365,-0.03739524219491841,0.08603036403656006,-0.27812111377716064,-0.03443799872258069,0.09502053260803223,-0.32730960845947266,-0.059194713424233214,0.07840913534164429,-0.24721217155456543,-0.03911846835472943,0.0672682523727417,-0.23329949378967285,-0.020515417273429648,A
0.0,0.0,0.0,-0.09210792183876038,-0.04134947061538696,-0.06614491314923043,-0.17538446187973022,-0.12089735269546509,-0.10067287058865304,-0.2505794167518616,-0.21200016140937805,-0.12567642302548165,-0.3065984696149826,-0.2701925039291382,-0.1364388612035441,-0.10703688859939575,-0.3034886121749878,-0.0606964004162478,-0.11175897717475891,-0.33612704277038574,-0.09678880841767068,-0.09296548366546631,-0.23418796062469482,-0.09858411521946664,-0.09829694032669067,-0.23713338375091553,-0.09870394290720697,-0.03739434480667114,-0.3131878972053528,-0.04515590490137811,-0.045108020305633545,-0.35199207067489624,-0.09396474779879327,-0.039738237857818604,-0.22561970353126526,-0.09233652771746392,-0.05199277400970459,-0.24359777569770813,-0.08549514384304757,0.027384042739868164,-0.30244195461273193,-0.036504126799457026,0.026919066905975342,-0.34704434871673584,-0.08481289417778726,0.02094787359237671,-0.23912566900253296,-0.05885827140247102,0.011609315872192383,-0.24489301443099976,-0.03529402585064645,0.08168530464172363,-0.28086844086647034,-0.0328895521286654,0.09105640649795532,-0.33258146047592163,-0.057085405749432994,0.07457304000854492,-0.25196748971939087,-0.037153478426091624,0.06352889537811279,-0.23721498250961304,-0.01925305993592019,A
0.0,0.0,0.0,-0.09084028005599976,-0.03823649883270264,-0.06316216021269838,-0.17685425281524658,-0.12390607595443726,-0.09621200441807787,-0.2514525055885315,-0.21129339933395386,-0.12169900267809908,-0.3078612685203552,-0.2681753635406494,-0.13346329807728807,-0.10705059766769409,-0.29801154136657715,-0.0529745753058819,-0.10970792174339294,-0.3385102152824402,-0.09328487246722261,-0.09031566977500916,-0.2301102578639984,-0.09878503262490312,-0.09430745244026184,-0.22507232427597046,-0.1004119637557892,-0.03763628005981445,-0.3073458969593048,-0.04067811846226732,-0.04235115647315979,-0.3467709422111511,-0.09392562984913866,-0.03600114583969116,-0.21743714809417725,-0.0955177891203789,-0.047944724559783936,-0.23299598693847656,-0.0891955318996338,0.027440369129180908,-0.29691004753112793,-0.0359876576015381,0.029157698154449463,-0.34345218539237976,-0.08866145938128511,0.025087714195251465,-0.23300421237945557,-0.06406803905457537,0.014386296272277832,-0.2378208339214325,-0.03952764823526422,0.0839124321937561,-0.2776337265968323,-0.036157754356565874,0.09283727407455444,-0.32957133650779724,-0.06249424173921625,0.07959169149398804,-0.2472189962863922,-0.04235626488417665,0.06826025247573853,-0.234394371509552,-0.023224822352233332,A
0.0,0.0,0.0,-0.09118196368217468,-0.042151570320129395,-0.06426681558764358,-0.17618665099143982,-0.1229352355003357,-0.09746571610844512,-0.25125187635421753,-0.21108677983283997,-0.12192417661822219,-0.30541011691093445,-0.2690112888813019,-0.1319317070690431,-0.1079389750957489,-0.3033735454082489,-0.05580227057612319,-0.11066097021102905,-0.33750420808792114,-0.09462487678206344,-0.09186670184135437,-0.231223464012146,-0.09901859591877837,-0.09589493274688721,-0.22937002778053284,-0.10018918643868346,-0.03752630949020386,-0.3135664761066437,-0.04145427028811355,-0.043763190507888794,-0.35229796171188354,-0.09294962863600631,-0.03838878870010376,-0.22276362776756287,-0.09328892807639022,-0.049567073583602905,-0.2396218478679657,-0.08662941287434478,0.02784806489944458,-0.30349525809288025,-0.03433325494802375,0.028626680374145508,-0.34719908237457275,-0.08431386183178802,0.02253633737564087,-0.2383161187171936,-0.05897202695882697,0.013577699661254883,-0.24451977014541626,-0.034730214431647255,0.08331191539764404,-0.28337669372558594,-0.03218297640955825,0.09230643510818481,-0.33336228132247925,-0.05623777563846488,0.0764625072479248,-0.2519862651824951,-0.035796370163325264,0.06639033555984497,-0.2384750247001648,-0.01692523229098697,A
0.0,0.0,0.0,-0.09115153551101685,-0.043152809143066406,-0.06154552310630379,-0.17584452033042908,-0.1242070198059082,-0.09349390327855645,-0.25052422285079956,-0.21305814385414124,-0.1174004024259716,-0.30432896316051483,-0.27161791920661926,-0.12697949469014702,-0.10608208179473877,-0.30240562558174133,-0.05232304170652924,-0.10975366830825806,-0.3390362858772278,-0.09071481436416207,-0.09096109867095947,-0.23367992043495178,-0.09537985384389458,-0.09546676278114319,-0.23026293516159058,-0.09672647178098259,-0.03591042757034302,-0.31304657459259033,-0.03899589762016831,-0.04283034801483154,-0.3512606620788574,-0.08913225144073067,-0.037187039852142334,-0.22354409098625183,-0.08968045025989113,-0.04937559366226196,-0.24014782905578613,-0.08365303486510811,0.029272615909576416,-0.3027450144290924,-0.03279192954227028,0.029111862182617188,-0.3467898964881897,-0.08179602235480843,0.023524582386016846,-0.2384261190891266,-0.056577367930856326,0.014072716236114502,-0.24385198950767517,-0.03284172549768982,0.08502745628356934,-0.2821049094200134,-0.03136373519822655,0.09345179796218872,-0.3313998579978943,-0.05498855769559441,0.07768332958221436,-0.2501162886619568,-0.03446673810407219,0.06725138425827026,-0.23714616894721985,-0.0157433377943903,A
0.0,0.0,0.0,-0.09164038300514221,-0.04503738880157471,-0.0644552313889335,-0.17590194940567017,-0.12342184782028198,-0.09838983949077829,-0.25221434235572815,-0.2143576741218567,-0.12321848954809411,-0.3073282390832901,-0.2733394205570221,-0.1334136032666038,-0.10889935493469238,-0.3054562509059906,-0.05875210251463159,-0.11191245913505554,-0.34331974387168884,-0.09624305899990304,-0.0908157229423523,-0.23640552163124084,-0.09915431376350625,-0.0949566662311554,-0.2281305491924286,-0.09933467741859658,-0.03816407918930054,-0.31473737955093384,-0.044003689398891765,-0.045190662145614624,-0.35616105794906616,-0.09300521548641427,-0.03820163011550903,-0.22782662510871887,-0.0931000911797355,-0.050419241189956665,-0.24010929465293884,-0.08745044257295831,0.027309834957122803,-0.3038846254348755,-0.03600318144810899,0.028011023998260498,-0.35130390524864197,-0.08413716938150628,0.022699832916259766,-0.24113497138023376,-0.05846839930666192,0.012838780879974365,-0.24198824167251587,-0.03502213742387994,0.08173626661300659,-0.2810482680797577,-0.03291448365700944,0.09286999702453613,-0.3361784815788269,-0.05738139685047372,0.07633000612258911,-0.25408604741096497,-0.03698442291272386,0.06433242559432983,-0.23629334568977356,-0.01834413382960065,A
